latitude,longitude,brightness,scan,track,eruption_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,year,label
19.4017,-155.2829,440.6,1.1,1.1,2017-06-13,2053,Terra,MODIS,100,6.2,324.9,703.4,D,2,2017,1
19.4069,-155.2905,360.6,1.4,1.2,2017-06-14,0,Aqua,MODIS,100,6.2,317.4,117.4,D,2,2017,1
19.398,-155.276,388.9,1.4,1.2,2017-06-14,0,Aqua,MODIS,100,6.2,317.7,288.0,D,2,2017,1
19.4085,-155.2772,355.3,1.4,1.2,2017-06-14,0,Aqua,MODIS,94,6.2,316.6,96.8,D,2,2017,1
19.3964,-155.2891,391.2,1.4,1.2,2017-06-14,0,Aqua,MODIS,100,6.2,320.5,304.7,D,2,2017,1
19.4012,-155.2755,317.0,1.0,1.0,2017-06-14,1211,Aqua,MODIS,94,6.2,289.5,16.5,N,2,2017,1
19.4191,-155.2725,300.0,1.0,1.0,2017-06-14,1211,Aqua,MODIS,13,6.2,286.6,5.2,N,2,2017,1
19.4116,-155.2835,407.5,1.0,1.0,2017-06-14,1211,Aqua,MODIS,100,6.2,294.6,309.5,N,2,2017,1
19.4101,-155.274,416.2,1.0,1.0,2017-06-14,1211,Aqua,MODIS,100,6.2,300.2,375.4,N,2,2017,1
19.4026,-155.285,311.1,1.0,1.0,2017-06-14,1211,Aqua,MODIS,82,6.2,288.5,11.6,N,2,2017,1
19.4037,-155.2763,370.1,3.0,1.6,2017-06-14,2136,Terra,MODIS,94,6.2,305.4,538.4,D,2,2017,1
19.4097,-155.2837,324.5,1.1,1.1,2017-06-15,830,Terra,MODIS,100,6.2,272.5,30.5,N,2,2017,1
19.4003,-155.2819,316.7,1.1,1.1,2017-06-15,830,Terra,MODIS,92,6.2,273.6,20.8,N,2,2017,1
19.4081,-155.2942,306.0,1.1,1.1,2017-06-15,830,Terra,MODIS,12,6.2,271.4,10.6,N,2,2017,1
19.4112,-155.2892,344.4,3.0,1.6,2017-06-16,913,Terra,MODIS,100,6.2,287.3,263.1,N,2,2017,1
19.4079,-155.3107,307.9,3.0,1.6,2017-06-16,913,Terra,MODIS,57,6.2,285.8,48.5,N,2,2017,1
19.4108,-155.2822,352.9,3.0,1.6,2017-06-16,913,Terra,MODIS,100,6.2,287.9,347.6,N,2,2017,1
19.3965,-155.2873,311.7,3.0,1.6,2017-06-16,913,Terra,MODIS,76,6.2,286.9,62.3,N,2,2017,1
19.4041,-155.2788,307.0,1.1,1.1,2017-06-16,1159,Aqua,MODIS,70,6.2,284.1,11.6,N,2,2017,1
19.3988,-155.282,361.8,1.8,1.3,2017-06-16,2124,Terra,MODIS,100,6.2,291.7,191.2,D,2,2017,1
19.4102,-155.2796,374.0,1.8,1.3,2017-06-16,2124,Terra,MODIS,100,6.2,295.3,284.3,D,2,2017,1
19.4074,-155.2633,323.6,1.8,1.3,2017-06-16,2124,Terra,MODIS,53,6.2,295.6,40.6,D,2,2017,1
19.4137,-155.2709,316.6,3.0,1.7,2017-06-17,1241,Aqua,MODIS,91,6.2,273.6,91.9,N,2,2017,1
19.4066,-155.2696,323.1,1.7,1.3,2017-06-18,1146,Aqua,MODIS,100,6.2,285.8,51.3,N,2,2017,1
19.406,-155.2808,345.6,1.8,1.3,2017-06-18,1146,Aqua,MODIS,100,6.2,285.8,126.1,N,2,2017,1
19.4175,-155.2791,310.3,1.8,1.3,2017-06-18,1146,Aqua,MODIS,70,6.2,284.7,27.2,N,2,2017,1
19.4086,-155.286,331.8,1.8,1.3,2017-06-18,1146,Aqua,MODIS,100,6.2,285.3,75.3,N,2,2017,1
19.4041,-155.2641,310.7,1.7,1.3,2017-06-18,1146,Aqua,MODIS,72,6.2,285.4,26.6,N,2,2017,1
19.4037,-155.2903,305.8,3.0,1.7,2017-06-19,806,Terra,MODIS,38,6.2,274.7,50.0,N,2,2017,1
19.4005,-155.2885,392.3,1.1,1.1,2017-06-20,848,Terra,MODIS,100,6.2,293.4,252.4,N,2,2017,1
19.4114,-155.2792,355.8,1.1,1.1,2017-06-20,848,Terra,MODIS,100,6.2,289.4,91.6,N,2,2017,1
19.4019,-155.2778,427.6,1.1,1.1,2017-06-20,848,Terra,MODIS,100,6.2,301.3,555.4,N,2,2017,1
19.4099,-155.2899,337.9,1.1,1.1,2017-06-20,848,Terra,MODIS,100,6.2,287.8,48.9,N,2,2017,1
19.4068,-155.269,310.0,3.0,1.6,2017-06-20,1134,Aqua,MODIS,69,6.2,286.3,59.2,N,2,2017,1
19.405,-155.2742,312.8,3.0,1.6,2017-06-20,1134,Aqua,MODIS,80,6.2,286.2,68.2,N,2,2017,1
19.4068,-155.2768,420.8,1.0,1.0,2017-06-20,2059,Terra,MODIS,100,6.2,327.8,395.9,D,2,2017,1
19.4082,-155.2863,397.0,1.0,1.0,2017-06-20,2059,Terra,MODIS,100,6.2,323.7,224.3,D,2,2017,1
19.4139,-155.2788,353.1,1.1,1.1,2017-06-21,1217,Aqua,MODIS,100,6.2,293.0,86.3,N,2,2017,1
19.4122,-155.268,302.9,1.1,1.1,2017-06-21,1217,Aqua,MODIS,52,6.2,287.1,7.9,N,2,2017,1
19.4044,-155.2804,423.2,1.1,1.1,2017-06-21,1217,Aqua,MODIS,100,6.2,298.4,515.2,N,2,2017,1
19.4027,-155.2697,349.3,1.1,1.1,2017-06-21,1217,Aqua,MODIS,100,6.2,289.2,75.6,N,2,2017,1
19.4029,-155.3028,339.5,3.8,1.8,2017-06-21,2142,Terra,MODIS,84,6.2,298.1,263.9,D,2,2017,1
19.4191,-155.2997,314.3,3.8,1.8,2017-06-21,2142,Terra,MODIS,44,6.2,297.7,73.3,D,1,2017,1
19.4023,-155.2603,343.7,3.9,1.8,2017-06-21,2142,Terra,MODIS,92,6.2,295.4,329.6,D,2,2017,1
19.3957,-155.267,346.2,3.9,1.8,2017-06-21,2142,Terra,MODIS,93,6.2,296.4,349.1,D,2,2017,1
19.4099,-155.2961,350.6,3.8,1.8,2017-06-21,2142,Terra,MODIS,95,6.2,300.6,426.8,D,2,2017,1
19.4117,-155.2632,317.5,3.9,1.8,2017-06-21,2142,Terra,MODIS,63,6.2,294.4,88.7,D,2,2017,1
19.4068,-155.2968,328.2,3.0,1.6,2017-06-21,2311,Aqua,MODIS,70,6.2,302.2,106.2,D,2,2017,1
19.4061,-155.2921,346.0,3.0,1.6,2017-06-21,2311,Aqua,MODIS,88,6.2,302.4,236.2,D,2,2017,1
19.3977,-155.2664,329.6,3.0,1.6,2017-06-21,2311,Aqua,MODIS,53,6.2,298.0,109.3,D,2,2017,1
19.3917,-155.2892,337.7,3.0,1.6,2017-06-21,2311,Aqua,MODIS,70,6.2,299.9,161.0,D,2,2017,1
19.3923,-155.2939,345.4,3.0,1.6,2017-06-21,2311,Aqua,MODIS,92,6.2,300.7,229.0,D,2,2017,1
19.412,-155.2737,307.2,1.0,1.0,2017-06-22,836,Terra,MODIS,71,6.2,287.0,8.7,N,2,2017,1
19.4106,-155.2832,391.7,1.0,1.0,2017-06-22,836,Terra,MODIS,100,6.2,291.8,213.5,N,2,2017,1
19.4002,-155.2912,315.3,1.0,1.0,2017-06-22,836,Terra,MODIS,66,6.2,287.6,13.7,N,2,2017,1
19.4016,-155.2817,422.3,1.0,1.0,2017-06-22,836,Terra,MODIS,100,6.2,305.1,425.5,N,2,2017,1
19.403,-155.2722,319.5,1.0,1.0,2017-06-22,836,Terra,MODIS,99,6.2,288.9,17.9,N,2,2017,1
19.4042,-155.2874,419.2,1.1,1.1,2017-06-22,2354,Aqua,MODIS,100,6.2,325.9,445.2,D,2,2017,1
19.4056,-155.2767,397.7,1.1,1.1,2017-06-22,2354,Aqua,MODIS,100,6.2,318.5,268.6,D,2,2017,1
19.4127,-155.2978,324.4,3.9,1.8,2017-06-23,919,Terra,MODIS,100,6.2,286.3,175.2,N,2,2017,1
19.4065,-155.2916,328.9,3.9,1.8,2017-06-23,919,Terra,MODIS,100,6.2,287.0,213.6,N,2,2017,1
19.4158,-155.2603,305.6,3.9,1.8,2017-06-23,919,Terra,MODIS,34,6.2,285.9,63.8,N,2,2017,1
19.3998,-155.2796,300.1,1.0,1.0,2017-06-23,1205,Aqua,MODIS,16,6.2,286.7,5.1,N,2,2017,1
19.4088,-155.2782,436.2,1.0,1.0,2017-06-23,1205,Aqua,MODIS,100,6.2,305.8,560.8,N,2,2017,1
19.4101,-155.2877,337.9,1.0,1.0,2017-06-23,1205,Aqua,MODIS,100,6.2,288.5,42.1,N,2,2017,1
19.4074,-155.2687,318.0,1.0,1.0,2017-06-23,1205,Aqua,MODIS,96,6.2,288.3,17.2,N,2,2017,1
19.4018,-155.2896,307.2,1.4,1.2,2017-06-24,824,Terra,MODIS,71,6.2,282.5,16.6,N,2,2017,1
19.4055,-155.2893,360.8,2.3,1.5,2017-06-25,907,Terra,MODIS,100,6.2,289.5,302.7,N,2,2017,1
19.4078,-155.2675,327.6,2.3,1.5,2017-06-25,907,Terra,MODIS,100,6.2,287.1,94.3,N,2,2017,1
19.4048,-155.2686,358.4,1.4,1.2,2017-06-25,1152,Aqua,MODIS,100,6.2,289.4,134.1,N,2,2017,1
19.4065,-155.2816,397.4,1.4,1.2,2017-06-25,1152,Aqua,MODIS,100,6.2,295.3,383.1,N,2,2017,1
19.4014,-155.2765,367.4,1.4,1.2,2017-06-25,2118,Terra,MODIS,94,6.2,297.3,160.4,D,2,2017,1
19.4083,-155.2905,353.5,2.3,1.5,2017-06-26,812,Terra,MODIS,100,6.2,289.3,242.8,N,2,2017,1
19.4121,-155.2695,339.1,2.3,1.5,2017-06-26,812,Terra,MODIS,100,6.2,288.7,147.3,N,2,2017,1
19.4053,-155.2964,334.9,2.3,1.5,2017-06-26,812,Terra,MODIS,100,6.2,288.3,127.4,N,2,2017,1
19.4092,-155.2755,357.2,2.3,1.5,2017-06-26,812,Terra,MODIS,100,6.2,291.0,273.8,N,2,2017,1
19.4091,-155.2677,371.0,2.3,1.5,2017-06-26,1235,Aqua,MODIS,100,6.2,292.1,411.9,N,2,2017,1
19.4132,-155.2895,356.8,2.3,1.5,2017-06-26,1235,Aqua,MODIS,100,6.2,288.2,269.7,N,1,2017,1
19.4124,-155.3007,322.9,4.0,1.9,2017-06-26,2023,Terra,MODIS,61,6.2,304.2,110.4,D,2,2017,1
19.409,-155.2639,328.0,3.9,1.8,2017-06-26,2023,Terra,MODIS,73,6.2,303.2,153.4,D,2,2017,1
19.4021,-155.2843,413.7,1.4,1.2,2017-06-26,2329,Aqua,MODIS,100,6.2,324.0,528.6,D,2,2017,1
19.3999,-155.2769,361.0,1.4,1.2,2017-06-27,855,Terra,MODIS,100,6.2,291.5,143.8,N,2,2017,1
19.3983,-155.2899,339.3,1.4,1.2,2017-06-27,855,Terra,MODIS,100,6.2,287.2,69.0,N,2,2017,1
19.4103,-155.2782,392.5,1.4,1.2,2017-06-27,855,Terra,MODIS,100,6.2,291.3,338.2,N,2,2017,1
19.4087,-155.2914,371.3,1.4,1.2,2017-06-27,855,Terra,MODIS,100,6.2,287.4,193.6,N,2,2017,1
19.4071,-155.3044,300.5,1.4,1.2,2017-06-27,855,Terra,MODIS,28,6.2,283.0,8.3,N,2,2017,1
19.4169,-155.2757,318.4,2.3,1.5,2017-06-27,1140,Aqua,MODIS,96,6.2,287.6,59.7,N,2,2017,1
19.4014,-155.2554,305.7,2.3,1.5,2017-06-27,1140,Aqua,MODIS,36,6.2,287.1,27.4,N,2,2017,1
19.4038,-155.2773,369.3,2.3,1.5,2017-06-27,1140,Aqua,MODIS,100,6.2,289.2,388.0,N,2,2017,1
19.4053,-155.2848,381.2,1.0,1.0,2017-06-27,2106,Terra,MODIS,100,6.2,297.5,152.2,D,2,2017,1
19.4057,-155.2895,360.5,2.3,1.5,2017-06-28,12,Aqua,MODIS,100,6.2,294.1,271.3,D,2,2017,1
19.4081,-155.2868,342.1,3.9,1.8,2017-06-28,800,Terra,MODIS,100,6.2,288.5,358.3,N,2,2017,1
19.4018,-155.2808,343.3,3.9,1.8,2017-06-28,800,Terra,MODIS,100,6.2,288.7,373.0,N,2,2017,1
19.4108,-155.2888,356.3,1.4,1.2,2017-06-28,1223,Aqua,MODIS,100,6.2,287.7,126.3,N,2,2017,1
19.4086,-155.2756,412.7,1.4,1.2,2017-06-28,1223,Aqua,MODIS,100,6.2,301.3,549.8,N,2,2017,1
19.4066,-155.2765,359.0,2.3,1.5,2017-06-28,2317,Aqua,MODIS,99,6.2,303.9,254.9,D,2,2017,1
19.4054,-155.2883,399.4,1.0,1.0,2017-06-29,842,Terra,MODIS,100,6.2,295.5,255.1,N,2,2017,1
19.4067,-155.2787,433.0,1.0,1.0,2017-06-29,842,Terra,MODIS,100,6.2,303.5,525.6,N,2,2017,1
19.4028,-155.3073,301.7,1.0,1.0,2017-06-29,842,Terra,MODIS,43,6.2,286.4,5.4,N,2,2017,1
19.4128,-155.2793,323.4,3.9,1.8,2017-06-29,1128,Aqua,MODIS,100,6.2,286.6,171.6,N,2,2017,1
19.4083,-155.2874,316.2,3.9,1.8,2017-06-29,1128,Aqua,MODIS,90,6.2,286.0,120.8,N,2,2017,1
19.4048,-155.2503,309.9,3.9,1.8,2017-06-29,1128,Aqua,MODIS,69,6.2,286.2,86.6,N,2,2017,1
19.4097,-155.2699,328.1,1.1,1.1,2017-06-29,2053,Terra,MODIS,46,6.2,307.5,18.7,D,2,2017,1
19.4111,-155.2806,364.2,1.1,1.1,2017-06-29,2053,Terra,MODIS,100,6.2,314.1,104.0,D,2,2017,1
19.4002,-155.2712,354.8,1.1,1.1,2017-06-29,2053,Terra,MODIS,97,6.2,308.0,74.8,D,2,2017,1
19.4016,-155.282,426.0,1.1,1.1,2017-06-29,2053,Terra,MODIS,100,6.2,317.5,526.9,D,2,2017,1
19.398,-155.2787,403.2,1.4,1.2,2017-06-30,0,Aqua,MODIS,100,6.2,315.5,422.5,D,2,2017,1
19.4068,-155.2933,339.0,1.4,1.2,2017-06-30,0,Aqua,MODIS,89,6.2,312.5,46.1,D,2,2017,1
19.4084,-155.2799,348.6,1.4,1.2,2017-06-30,0,Aqua,MODIS,94,6.2,312.1,78.0,D,2,2017,1
19.3964,-155.2918,376.6,1.4,1.2,2017-06-30,0,Aqua,MODIS,100,6.2,315.8,202.8,D,2,2017,1
19.4067,-155.2845,324.0,1.0,1.0,2017-06-30,1211,Aqua,MODIS,100,6.2,283.5,24.8,N,2,2017,1
19.4053,-155.275,327.7,1.0,1.0,2017-06-30,1211,Aqua,MODIS,100,6.2,283.8,29.3,N,2,2017,1
19.4141,-155.2896,339.6,3.0,1.6,2017-06-30,2136,Terra,MODIS,90,6.2,300.5,183.4,D,1,2017,1
19.4076,-155.2673,348.5,3.0,1.6,2017-06-30,2136,Terra,MODIS,94,6.2,300.0,264.7,D,2,2017,1
19.4131,-155.2954,343.6,3.0,1.6,2017-06-30,2136,Terra,MODIS,92,6.2,300.6,212.6,D,1,2017,1
19.4085,-155.2617,324.3,3.0,1.6,2017-06-30,2136,Terra,MODIS,53,6.2,297.5,87.3,D,2,2017,1
19.4042,-155.2869,312.9,3.9,1.8,2017-06-30,2305,Aqua,MODIS,25,6.2,287.2,62.0,D,2,2017,1
19.3979,-155.2811,316.7,3.9,1.8,2017-06-30,2305,Aqua,MODIS,51,6.2,288.9,82.7,D,2,2017,1
19.4052,-155.2872,404.6,1.1,1.1,2017-07-01,830,Terra,MODIS,100,6.2,295.3,344.3,N,2,2017,1
19.4069,-155.2765,408.7,1.1,1.1,2017-07-01,830,Terra,MODIS,100,6.2,296.6,377.0,N,2,2017,1
19.4109,-155.2789,322.9,1.0,1.0,2017-07-01,2348,Aqua,MODIS,46,6.2,294.8,13.4,D,2,2017,1
19.4006,-155.2871,338.8,1.0,1.0,2017-07-01,2348,Aqua,MODIS,89,6.2,295.6,31.9,D,2,2017,1
19.4032,-155.2766,335.1,3.0,1.6,2017-07-02,913,Terra,MODIS,100,6.2,284.6,189.3,N,2,2017,1
19.4037,-155.2821,335.5,3.0,1.6,2017-07-02,913,Terra,MODIS,100,6.2,284.4,193.4,N,2,2017,1
19.4003,-155.3049,314.2,3.0,1.6,2017-07-02,913,Terra,MODIS,85,6.2,281.0,74.3,N,2,2017,1
19.415,-155.2892,312.0,1.1,1.1,2017-07-02,1159,Aqua,MODIS,54,6.2,285.0,14.9,N,1,2017,1
19.4056,-155.2907,312.4,1.1,1.1,2017-07-02,1159,Aqua,MODIS,61,6.2,284.7,15.2,N,2,2017,1
19.4136,-155.2788,364.3,1.1,1.1,2017-07-02,1159,Aqua,MODIS,100,6.2,290.3,119.5,N,2,2017,1
19.4122,-155.2682,318.7,1.1,1.1,2017-07-02,1159,Aqua,MODIS,97,6.2,284.6,21.3,N,2,2017,1
19.4042,-155.2802,417.3,1.1,1.1,2017-07-02,1159,Aqua,MODIS,100,6.2,294.3,449.2,N,2,2017,1
19.3947,-155.2815,302.9,1.1,1.1,2017-07-02,1159,Aqua,MODIS,52,6.2,282.6,8.7,N,2,2017,1
19.4027,-155.2695,346.3,1.1,1.1,2017-07-02,1159,Aqua,MODIS,100,6.2,287.0,67.0,N,2,2017,1
19.4071,-155.2909,371.8,1.7,1.3,2017-07-02,2124,Terra,MODIS,100,6.2,313.4,247.9,D,2,2017,1
19.4042,-155.2743,386.5,1.8,1.3,2017-07-02,2124,Terra,MODIS,100,6.2,317.1,386.6,D,2,2017,1
19.3986,-155.282,344.1,1.8,1.3,2017-07-03,818,Terra,MODIS,100,6.2,291.2,119.5,N,2,2017,1
19.4101,-155.2844,365.2,1.8,1.3,2017-07-03,818,Terra,MODIS,100,6.2,290.7,237.2,N,2,2017,1
19.4158,-155.2941,335.9,3.0,1.6,2017-07-03,1241,Aqua,MODIS,100,6.2,288.1,192.0,N,1,2017,1
19.4101,-155.2656,358.2,3.0,1.6,2017-07-03,1241,Aqua,MODIS,100,6.2,290.6,412.9,N,2,2017,1
19.4106,-155.2729,366.6,3.0,1.6,2017-07-03,1241,Aqua,MODIS,100,6.2,291.2,530.2,N,2,2017,1
19.4045,-155.2538,324.0,3.0,1.7,2017-07-03,2029,Terra,MODIS,33,6.2,299.2,75.0,D,2,2017,1
19.4074,-155.2828,356.0,3.0,1.7,2017-07-03,2029,Terra,MODIS,98,6.2,307.3,343.2,D,2,2017,1
19.3956,-155.2821,351.4,1.1,1.1,2017-07-03,2335,Aqua,MODIS,95,6.2,319.1,56.1,D,2,2017,1
19.4066,-155.2733,354.8,1.1,1.1,2017-07-03,2335,Aqua,MODIS,93,6.2,315.1,69.2,D,2,2017,1
19.405,-155.2839,434.7,1.1,1.1,2017-07-03,2335,Aqua,MODIS,100,6.2,325.7,619.1,D,2,2017,1
19.4119,-155.2773,364.2,1.8,1.3,2017-07-04,901,Terra,MODIS,100,6.2,290.5,226.2,N,2,2017,1
19.3984,-155.2926,343.0,1.7,1.3,2017-07-04,901,Terra,MODIS,100,6.2,289.9,112.7,N,2,2017,1
19.41,-155.2943,345.8,1.7,1.3,2017-07-04,901,Terra,MODIS,100,6.2,288.6,124.7,N,2,2017,1
19.4003,-155.276,363.2,1.8,1.3,2017-07-04,901,Terra,MODIS,100,6.2,292.8,219.4,N,2,2017,1
19.4101,-155.2703,322.4,1.8,1.3,2017-07-04,1146,Aqua,MODIS,100,6.2,287.3,50.5,N,2,2017,1
19.412,-155.2865,321.5,1.8,1.3,2017-07-04,1146,Aqua,MODIS,100,6.2,286.5,48.6,N,2,2017,1
19.3989,-155.28,369.8,1.1,1.1,2017-07-04,2112,Terra,MODIS,100,6.2,315.4,124.9,D,2,2017,1
19.4031,-155.2732,388.1,1.1,1.1,2017-07-04,2112,Terra,MODIS,100,6.2,315.1,209.4,D,2,2017,1
19.4048,-155.2837,430.5,1.1,1.1,2017-07-04,2112,Terra,MODIS,100,6.2,324.7,567.0,D,2,2017,1
19.4046,-155.2911,363.4,3.0,1.7,2017-07-05,18,Aqua,MODIS,100,6.2,313.6,426.1,D,2,2017,1
19.4045,-155.2619,319.3,3.0,1.6,2017-07-05,806,Terra,MODIS,98,6.2,288.0,92.3,N,2,2017,1
19.3996,-155.295,328.8,3.0,1.7,2017-07-05,806,Terra,MODIS,100,6.2,288.3,144.4,N,2,2017,1
19.3992,-155.2897,342.3,3.0,1.7,2017-07-05,806,Terra,MODIS,100,6.2,289.0,244.5,N,2,2017,1
19.4051,-155.2673,332.7,3.0,1.6,2017-07-05,806,Terra,MODIS,100,6.2,288.5,169.1,N,2,2017,1
19.4131,-155.2886,357.1,1.8,1.3,2017-07-05,1229,Aqua,MODIS,100,6.2,288.4,184.7,N,1,2017,1
19.4098,-155.2837,382.1,1.8,1.3,2017-07-05,1229,Aqua,MODIS,100,6.2,292.9,376.7,N,2,2017,1
19.4068,-155.2673,365.9,1.8,1.3,2017-07-05,1229,Aqua,MODIS,100,6.2,291.4,241.9,N,2,2017,1
19.4102,-155.2717,385.3,1.8,1.3,2017-07-05,1229,Aqua,MODIS,100,6.2,294.7,410.1,N,2,2017,1
19.3949,-155.2838,360.8,1.8,1.3,2017-07-05,2323,Aqua,MODIS,97,6.2,319.7,164.5,D,2,2017,1
19.4054,-155.2742,368.5,1.8,1.3,2017-07-05,2323,Aqua,MODIS,100,6.2,315.4,223.8,D,2,2017,1
19.4025,-155.2904,378.7,1.8,1.3,2017-07-05,2323,Aqua,MODIS,100,6.2,321.0,302.5,D,2,2017,1
19.4025,-155.2894,382.9,1.1,1.1,2017-07-06,848,Terra,MODIS,100,6.2,293.2,198.8,N,2,2017,1
19.4039,-155.2787,424.8,1.1,1.1,2017-07-06,848,Terra,MODIS,100,6.2,301.9,523.7,N,2,2017,1
19.4065,-155.2917,315.3,3.0,1.6,2017-07-06,1134,Aqua,MODIS,88,6.2,286.2,75.7,N,2,2017,1
19.4039,-155.2637,315.9,3.0,1.6,2017-07-06,1134,Aqua,MODIS,89,6.2,286.3,78.4,N,2,2017,1
19.4022,-155.2688,315.9,3.0,1.6,2017-07-06,1134,Aqua,MODIS,89,6.2,286.2,78.2,N,2,2017,1
19.4049,-155.278,431.8,1.0,1.0,2017-07-06,2059,Terra,MODIS,100,6.2,327.5,497.6,D,2,2017,1
19.4063,-155.2875,385.1,1.0,1.0,2017-07-06,2059,Terra,MODIS,100,6.2,319.2,161.4,D,2,2017,1
19.4044,-155.2939,376.2,1.8,1.3,2017-07-07,6,Aqua,MODIS,100,6.2,317.0,273.4,D,2,2017,1
19.4012,-155.3006,335.3,1.8,1.3,2017-07-07,6,Aqua,MODIS,42,6.2,316.2,41.7,D,2,2017,1
19.4031,-155.2836,398.9,1.8,1.3,2017-07-07,6,Aqua,MODIS,100,6.2,320.4,536.9,D,2,2017,1
19.4064,-155.2769,375.4,1.8,1.3,2017-07-07,6,Aqua,MODIS,100,6.2,315.6,275.4,D,2,2017,1
19.4123,-155.2754,390.0,1.1,1.1,2017-07-07,1217,Aqua,MODIS,100,6.2,296.3,242.7,N,2,2017,1
19.4046,-155.2877,343.9,1.1,1.1,2017-07-07,1217,Aqua,MODIS,100,6.2,287.6,62.8,N,2,2017,1
19.4141,-155.2862,350.9,1.1,1.1,2017-07-07,1217,Aqua,MODIS,100,6.2,288.4,79.8,N,1,2017,1
19.4029,-155.277,392.9,1.1,1.1,2017-07-07,1217,Aqua,MODIS,100,6.2,295.5,261.1,N,2,2017,1
19.4042,-155.2646,347.1,3.9,1.8,2017-07-07,2142,Terra,MODIS,94,6.2,305.6,353.1,D,2,2017,1
19.4117,-155.3007,342.8,3.8,1.8,2017-07-07,2142,Terra,MODIS,91,6.2,309.0,289.6,D,2,2017,1
19.4053,-155.2887,387.5,1.0,1.0,2017-07-08,836,Terra,MODIS,100,6.2,294.3,191.6,N,2,2017,1
19.4025,-155.3077,300.8,1.0,1.0,2017-07-08,836,Terra,MODIS,34,6.2,285.8,5.1,N,2,2017,1
19.4067,-155.2792,434.6,1.0,1.0,2017-07-08,836,Terra,MODIS,100,6.2,306.0,545.7,N,2,2017,1
19.407,-155.2741,395.9,1.4,1.2,2017-07-08,2047,Terra,MODIS,100,6.2,319.6,347.8,D,2,2017,1
19.4086,-155.2871,386.1,1.4,1.2,2017-07-08,2047,Terra,MODIS,100,6.2,317.7,264.3,D,2,2017,1
19.3985,-155.2789,344.0,1.1,1.1,2017-07-08,2354,Aqua,MODIS,0,6.2,306.0,42.9,D,2,2017,1
19.4014,-155.296,341.0,3.9,1.8,2017-07-09,919,Terra,MODIS,100,6.2,284.8,344.0,N,2,2017,1
19.4075,-155.3036,328.0,3.9,1.8,2017-07-09,919,Terra,MODIS,100,6.2,283.7,211.6,N,2,2017,1
19.4049,-155.2591,322.5,3.9,1.8,2017-07-09,919,Terra,MODIS,100,6.2,283.6,166.2,N,2,2017,1
19.4108,-155.2663,334.3,3.9,1.8,2017-07-09,919,Terra,MODIS,100,6.2,282.9,272.7,N,2,2017,1
19.407,-155.2747,421.3,1.0,1.0,2017-07-09,1205,Aqua,MODIS,100,6.2,303.7,415.4,N,2,2017,1
19.416,-155.2733,301.1,1.0,1.0,2017-07-09,1205,Aqua,MODIS,28,6.2,287.0,5.3,N,2,2017,1
19.4084,-155.2843,404.1,1.0,1.0,2017-07-09,1205,Aqua,MODIS,100,6.2,295.6,284.8,N,2,2017,1
19.4035,-155.2831,315.9,2.3,1.5,2017-07-09,2130,Terra,MODIS,0,6.2,271.3,44.1,D,2,2017,1
19.4021,-155.2895,377.1,1.4,1.2,2017-07-10,824,Terra,MODIS,100,6.2,286.3,232.2,N,2,2017,1
19.4102,-155.284,380.6,1.4,1.2,2017-07-10,824,Terra,MODIS,100,6.2,288.1,254.7,N,2,2017,1
19.4123,-155.2711,315.3,1.4,1.2,2017-07-10,824,Terra,MODIS,91,6.2,285.7,24.1,N,2,2017,1
19.4042,-155.2767,402.6,1.4,1.2,2017-07-10,824,Terra,MODIS,100,6.2,292.0,437.2,N,2,2017,1
19.4085,-155.2976,337.3,2.3,1.5,2017-07-10,2035,Terra,MODIS,78,6.2,310.2,87.4,D,2,2017,1
19.4054,-155.2919,362.8,2.3,1.5,2017-07-10,2035,Terra,MODIS,100,6.2,311.9,278.9,D,2,2017,1
19.4061,-155.2763,377.2,2.3,1.5,2017-07-10,2035,Terra,MODIS,100,6.2,313.0,442.3,D,2,2017,1
19.4032,-155.2704,369.2,2.3,1.5,2017-07-10,2035,Terra,MODIS,100,6.2,310.4,348.4,D,2,2017,1
19.4115,-155.2805,345.7,2.3,1.5,2017-07-11,907,Terra,MODIS,100,6.2,275.9,189.0,N,2,2017,1
19.4086,-155.2858,356.8,2.3,1.5,2017-07-11,907,Terra,MODIS,100,6.2,276.0,273.2,N,2,2017,1
19.3984,-155.279,326.8,2.3,1.5,2017-07-11,907,Terra,MODIS,100,6.2,275.8,93.3,N,2,2017,1
19.4071,-155.2686,368.3,1.4,1.2,2017-07-11,1152,Aqua,MODIS,100,6.2,291.9,178.1,N,2,2017,1
19.4087,-155.2816,400.9,1.4,1.2,2017-07-11,1152,Aqua,MODIS,100,6.2,296.3,414.2,N,2,2017,1
19.4072,-155.2722,356.7,2.3,1.5,2017-07-12,812,Terra,MODIS,100,6.2,290.0,267.3,N,2,2017,1
19.4033,-155.2932,350.0,2.3,1.5,2017-07-12,812,Terra,MODIS,100,6.2,289.2,216.8,N,2,2017,1
19.3989,-155.2632,325.9,2.3,1.5,2017-07-12,1235,Aqua,MODIS,100,6.2,287.7,86.6,N,2,2017,1
19.4158,-155.282,357.5,2.3,1.5,2017-07-12,1235,Aqua,MODIS,100,6.2,288.8,274.6,N,1,2017,1
19.4118,-155.2603,331.4,2.3,1.5,2017-07-12,1235,Aqua,MODIS,100,6.2,288.0,109.6,N,2,2017,1
